name	description	sourcemtoverride	samplemtoverride	body_habitat	body_product	body_site	elevation	env_biome	env_feature	env_matter	geo_loc_name	host_subject_id	latitude	longitude	psn	region	sample_type	sequencecenter	title	host_common_name
1927.SRS055787.SRX020575.SRR047612	Sample 1927.SRS055787.SRX020575.SRR047612			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700038940	39	-77	700038940	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS055808.SRX020568.SRR046882	Sample 1927.SRS055808.SRX020568.SRR046882			UBERON:oral cavity	UBERON:saliva	UBERON:mouth	97	urban biome	human-associated habitat		USA	700106581	39	-77	700106581	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS055814.SRX022156.SRR058115	Sample 1927.SRS055814.SRX022156.SRR058115			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	human-associated habitat		USA	700109268	39	-77	700109268	V3-V1	Oral swab	JCVI	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS055821.SRX020549.SRR049399	Sample 1927.SRS055821.SRX020549.SRR049399			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700106898	39	-77	700106898	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS055825.SRX020670.SRR046336	Sample 1927.SRS055825.SRX020670.SRR046336			UBERON:vagina	UBERON:mucus	UBERON:posterior fornix of vagina	97	urban biome	human-associated habitat		USA	700105453	39	-77	700105453	V1-V3	Vaginal swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS055828.SRX020540.SRR047269	Sample 1927.SRS055828.SRX020540.SRR047269			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	human-associated habitat		USA	700103599	39	-77	700103599	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS055853.SRX020670.SRR046332	Sample 1927.SRS055853.SRX020670.SRR046332			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700105874	39	-77	700105874	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS055868.SRX020531.SRR046054	Sample 1927.SRS055868.SRX020531.SRR046054			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700038610	39	-77	700038610	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS055868.SRX020544.SRR045923	Sample 1927.SRS055868.SRX020544.SRR045923			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700038610	39	-77	700038610	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS055871.SRX020567.SRR046716	Sample 1927.SRS055871.SRX020567.SRR046716			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700105326	39	-77	700105326	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS055886.SRX022224.SRR058087	Sample 1927.SRS055886.SRX022224.SRR058087			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	human-associated habitat		USA	700109354	39	-77	700109354	V3-V1	Oral swab	JCVI	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS055888.SRX020567.SRR046774	Sample 1927.SRS055888.SRX020567.SRR046774			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700106924	39	-77	700106924	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS055904.SRX020677.SRR047994	Sample 1927.SRS055904.SRX020677.SRR047994			UBERON:oral cavity	UBERON:saliva	UBERON:gingiva	97	urban biome	human-associated habitat		USA	700102625	39	-77	700102625	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS055924.SRX020567.SRR049497	Sample 1927.SRS055924.SRX020567.SRR049497			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700106968	39	-77	700106968	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS055952.SRX020580.SRR047149	Sample 1927.SRS055952.SRX020580.SRR047149			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	human-associated habitat		USA	700105425	39	-77	700105425	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS055956.SRX020577.SRR049841	Sample 1927.SRS055956.SRX020577.SRR049841			UBERON:vagina	UBERON:mucus	UBERON:posterior fornix of vagina	97	urban biome	human-associated habitat		USA	700106054	39	-77	700106054	V1-V3	Vaginal swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS055981.SRX020568.SRR046933	Sample 1927.SRS055981.SRX020568.SRR046933			UBERON:vagina	UBERON:mucus	UBERON:posterior fornix of vagina	97	urban biome	human-associated habitat		USA	700105796	39	-77	700105796	V1-V3	Vaginal swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS055987.SRX020670.SRR046233	Sample 1927.SRS055987.SRX020670.SRR046233			UBERON:oral cavity	UBERON:saliva	UBERON:mouth	97	urban biome	human-associated habitat		USA	700105240	39	-77	700105240	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS055988.SRX020549.SRR046487	Sample 1927.SRS055988.SRX020549.SRR046487			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700106079	39	-77	700106079	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056008.SRX020683.SRR048356	Sample 1927.SRS056008.SRX020683.SRR048356			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700102956	39	-77	700102956	V1-V3	Skin swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056028.SRX020568.SRR046861	Sample 1927.SRS056028.SRX020568.SRR046861			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	human-associated habitat		USA	700106426	39	-77	700106426	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056044.SRX022225.SRR058088	Sample 1927.SRS056044.SRX022225.SRR058088			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700110040	39	-77	700110040	V3-V1	Skin swab	JCVI	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056067.SRX020549.SRR046498	Sample 1927.SRS056067.SRX020549.SRR046498			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700106261	39	-77	700106261	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056107.SRX022244.SRR058107	Sample 1927.SRS056107.SRX022244.SRR058107			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700109798	39	-77	700109798	V3-V1	Skin swab	JCVI	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056140.SRX020670.SRR046246	Sample 1927.SRS056140.SRX020670.SRR046246			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	human-associated habitat		USA	700103460	39	-77	700103460	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056153.SRX022156.SRR058115	Sample 1927.SRS056153.SRX022156.SRR058115			UBERON:oral cavity	UBERON:saliva	UBERON:hard palate	97	urban biome	human-associated habitat		USA	700110389	39	-77	700110389	V3-V1	Oral swab	JCVI	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056170.SRX020514.SRR046801	Sample 1927.SRS056170.SRX020514.SRR046801			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	human-associated habitat		USA	700106737	39	-77	700106737	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056170.SRX020550.SRR046435	Sample 1927.SRS056170.SRX020550.SRR046435			UBERON:oral cavity	UBERON:saliva	UBERON:palatine tonsil	97	urban biome	human-associated habitat		USA	700106737	39	-77	700106737	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056207.SRX020540.SRR047281	Sample 1927.SRS056207.SRX020540.SRR047281			UBERON:vagina	UBERON:mucus	UBERON:posterior fornix of vagina	97	urban biome	human-associated habitat		USA	700105998	39	-77	700105998	V1-V3	Vaginal swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056219.SRX022156.SRR058115	Sample 1927.SRS056219.SRX022156.SRR058115			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	human-associated habitat		USA	700109417	39	-77	700109417	V3-V1	Oral swab	JCVI	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056240.SRX020567.SRR046718	Sample 1927.SRS056240.SRX020567.SRR046718			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700105003	39	-77	700105003	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056259.SRX020578.SRR047235	Sample 1927.SRS056259.SRX020578.SRR047235			Colon	UBERON:feces	Colon	97	urban biome	human-associated habitat		USA	700105306	39	-77	700105306	V1-V3	Stool	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056286.SRX022241.SRR058097	Sample 1927.SRS056286.SRX022241.SRR058097			UBERON:vagina	UBERON:mucus	UBERON:central vagina	97	urban biome	human-associated habitat		USA	700109017	39	-77	700109017	V3-V1	Vaginal swab	JCVI	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056329.SRX020540.SRR047293	Sample 1927.SRS056329.SRX020540.SRR047293			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	human-associated habitat		USA	700103631	39	-77	700103631	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056350.SRX020567.SRR049483	Sample 1927.SRS056350.SRX020567.SRR049483			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700106510	39	-77	700106510	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056363.SRX020568.SRR046780	Sample 1927.SRS056363.SRX020568.SRR046780			UBERON:vagina	UBERON:mucus	UBERON:posterior fornix of vagina	97	urban biome	human-associated habitat		USA	700103305	39	-77	700103305	V1-V3	Vaginal swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056396.SRX020514.SRR046722	Sample 1927.SRS056396.SRX020514.SRR046722			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700105144	39	-77	700105144	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056424.SRX020527.SRR047157	Sample 1927.SRS056424.SRX020527.SRR047157			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700105964	39	-77	700105964	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056430.SRX020525.SRR044546	Sample 1927.SRS056430.SRX020525.SRR044546			UBERON:skin	UBERON:sebum	UBERON:external ear	97	urban biome	human-associated habitat		USA	700106040	39	-77	700106040	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056433.SRX022241.SRR058097	Sample 1927.SRS056433.SRX022241.SRR058097			UBERON:oral cavity	UBERON:supragingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700109908	39	-77	700109908	V3-V1	Oral swab	JCVI	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056456.SRX022225.SRR058088	Sample 1927.SRS056456.SRX022225.SRR058088			UBERON:skin	UBERON:sebum	UBERON:skin of elbow	97	urban biome	human-associated habitat		USA	700110407	39	-77	700110407	V3-V1	Skin swab	JCVI	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056460.SRX022224.SRR058087	Sample 1927.SRS056460.SRX022224.SRR058087			UBERON:oral cavity	UBERON:mucus	UBERON:throat	97	urban biome	human-associated habitat		USA	700110199	39	-77	700110199	V3-V1	Oral swab	JCVI	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056473.SRX020670.SRR047665	Sample 1927.SRS056473.SRX020670.SRR047665			UBERON:skin	UBERON:sebum	UBERON:anterior nares	97	urban biome	human-associated habitat		USA	700103702	39	-77	700103702	V1-V3	Skin swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056480.SRX020677.SRR047970	Sample 1927.SRS056480.SRX020677.SRR047970			UBERON:oral cavity	UBERON:saliva	UBERON:buccal mucosa	97	urban biome	human-associated habitat		USA	700102277	39	-77	700102277	V1-V3	Oral swab	BCM	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056485.SRX020578.SRR047246	Sample 1927.SRS056485.SRX020578.SRR047246			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700105392	39	-77	700105392	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056493.SRX020514.SRR046772	Sample 1927.SRS056493.SRX020514.SRR046772			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700105201	39	-77	700105201	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056493.SRX020550.SRR046443	Sample 1927.SRS056493.SRX020550.SRR046443			UBERON:oral cavity	UBERON:subgingival dental plaque	UBERON:tooth	97	urban biome	human-associated habitat		USA	700105201	39	-77	700105201	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
1927.SRS056511.SRX020514.SRR046712	Sample 1927.SRS056511.SRX020514.SRR046712			UBERON:oral cavity	UBERON:saliva	UBERON:tongue	97	urban biome	human-associated habitat		USA	700103521	39	-77	700103521	V1-V3	Oral swab	WUGSC	Structure, function and diversity of the healthy human microbiome (V13)	Human
